startnode,rating,endnode
177,1,725
725,1,767
767,1,725
767,1,227
227,1,767
780,2,725
725,2,227
363,3,104
793,1,687
687,1,793
770,1,539
793,1,417
779,1,820
820,1,779
417,1,793
135,1,795
635,1,804
804,1,635
795,1,135
537,1,687
537,1,795
725,2,724
724,2,725
724,1,537
795,1,537
770,2,823
823,2,770
1,2,9
687,1,579
9,10,1
824,1,537
725,1,687
714,3,523
202,3,537
824,1,827
198,1,283
29,1,829
827,1,826
795,1,830
830,1,795
691,1,831
295,3,523
777,1,41
270,1,775
833,1,534
760,5,834
64,1,399
399,1,64
835,5,760
784,1,29
29,1,784
784,1,545
547,2,64
499,1,780
779,1,701
701,1,833
35,1,836
1,1,779
836,1,35
776,1,837
837,1,776
144,2,198
350,2,779
755,2,839
755,5,734
833,3,701
61,10,109
839,2,560
832,3,841
841,3,832
209,1,842
775,2,270
522,1,13
522,1,4
820,1,209
209,1,820
832,3,359
687,1,689
2,1,779
779,2,2
837,1,689
687,1,216
390,4,243
689,1,845
845,1,689
689,1,523
687,1,847
847,1,687
769,3,832
832,3,735
243,1,849
849,1,243
846,1,687
228,1,850
850,1,228
295,3,630
769,10,847
630,1,851
851,1,539
848,3,832
346,1,838
851,2,687
838,1,346
847,9,769
7,2,548
587,3,637
132,2,852
852,2,132
216,1,295
318,1,436
561,1,854
235,1,21
21,1,235
855,1,687
856,1,857
856,2,687
856,2,858
687,2,856
41,1,859
860,2,295
859,1,41
847,1,304
854,1,561
295,3,861
861,1,295
714,1,687
13,1,687
687,1,862
862,1,687
687,1,714
832,3,654
654,3,832
832,3,799
824,8,623
832,3,295
353,1,494
494,1,353
863,1,786
534,1,714
714,1,534
832,3,820
820,1,832
832,3,864
864,3,832
770,1,771
842,1,830
295,3,865
374,1,838
838,2,374
844,1,775
832,3,687
687,2,832
832,3,866
866,2,832
866,1,755
171,2,283
867,1,687
832,3,868
868,3,832
35,1,862
862,1,869
869,1,862
283,2,171
862,1,35
479,2,283
779,1,770
871,2,864
832,3,872
872,3,832
832,3,873
283,5,295
295,5,283
535,5,104
779,2,537
418,1,283
475,2,874
864,2,875
875,2,864
862,1,770
770,1,862
862,1,876
862,1,732
732,2,862
862,1,735
735,1,862
733,1,763
283,2,606
862,1,877
798,1,862
862,1,798
877,1,862
687,1,851
13,1,775
775,1,13
687,1,866
7,2,878
878,2,7
875,1,725
832,3,880
547,2,592
592,2,547
832,3,824
880,3,832
696,1,883
882,2,884
883,1,696
735,3,725
824,3,832
802,1,886
886,1,802
418,1,888
687,1,865
865,1,687
150,1,735
171,2,714
714,1,171
537,2,890
832,3,583
832,3,617
583,1,832
818,1,768
768,1,818
687,1,416
416,1,687
284,1,742
770,2,546
29,1,891
891,1,29
7,3,892
768,1,638
725,1,295
635,1,152
687,1,480
480,2,687
732,2,494
494,1,732
13,1,537
537,1,13
480,1,894
894,1,480
638,1,768
775,1,537
13,1,56
56,1,13
383,1,775
775,1,383
654,1,13
534,1,897
849,1,566
566,1,849
832,3,898
898,3,832
732,2,899
899,2,732
900,1,654
742,2,535
617,2,832
775,3,621
227,1,273
802,1,901
742,1,902
902,1,742
707,5,762
762,5,707
26,2,780
507,2,415
523,1,879
879,1,523
904,1,523
906,2,732
180,1,206
742,2,418
802,2,832
832,3,802
906,3,907
144,1,775
775,1,144
907,5,900
900,5,907
802,2,378
378,1,802
907,1,207
775,2,418
762,1,908
908,1,762
7,2,753
753,2,7
238,1,64
908,1,911
911,10,908
732,2,912
396,1,227
912,2,732
732,2,913
913,2,732
903,1,902
838,1,545
909,3,908
832,3,886
906,1,238
480,1,537
537,1,480
64,1,658
658,1,64
561,1,914
914,1,561
912,5,915
915,5,912
915,4,770
33,1,714
714,2,33
770,4,915
908,1,804
268,4,383
791,2,714
522,1,918
918,1,522
537,1,781
798,2,832
917,1,908
495,1,835
835,1,495
523,1,908
547,1,687
687,1,547
908,1,919
480,2,547
919,1,908
295,3,920
725,2,920
921,2,920
725,1,922
922,1,725
922,1,658
125,1,924
924,1,125
770,2,658
658,2,770
36,1,838
383,1,891
468,3,925
925,4,468
891,1,383
770,2,926
346,2,775
644,1,418
418,1,644
770,2,927
927,2,770
654,1,929
202,2,906
906,6,202
770,2,735
929,1,654
735,3,770
906,2,7
867,2,908
838,6,931
931,6,838
767,1,546
838,2,35
767,1,933
929,1,908
928,1,908
732,-1,906
144,1,805
805,1,144
934,1,235
928,1,770
842,1,832
374,1,775
579,1,273
828,1,545
775,1,374
937,2,178
885,2,853
853,2,885
927,3,832
832,3,927
405,-10,906
832,-10,906
238,-10,906
475,2,525
525,2,475
768,3,576
576,1,768
907,-10,906
780,2,26
838,1,942
627,1,39
885,2,903
903,1,885
943,3,944
944,3,943
923,10,920
735,1,19
885,2,946
946,3,885
897,5,534
897,5,535
801,2,947
889,3,443
443,1,889
125,1,108
941,5,23
7,2,948
795,1,35
614,2,707
937,2,26
26,2,937
948,1,202
799,2,949
374,1,950
950,1,374
261,1,951
714,3,725
735,5,832
346,1,931
726,1,832
917,2,952
952,2,917
125,1,171
171,1,125
273,1,399
954,1,757
931,2,346
757,2,104
416,1,832
832,3,416
932,1,928
832,3,956
894,5,922
956,3,832
957,2,832
243,3,390
742,2,832
959,3,832
832,3,960
650,2,202
202,2,650
832,10,920
729,5,832
892,5,7
923,1,402
7,1,963
402,1,961
961,1,402
964,2,7
932,5,908
832,7,894
502,3,273
273,3,502
934,7,832
171,1,273
273,1,171
847,1,967
966,1,943
967,1,847
534,1,273
770,2,968
968,2,770
578,2,885
885,2,578
767,3,273
832,3,935
923,1,353
353,1,923
935,3,832
705,2,827
827,2,705
923,1,925
925,1,923
770,4,965
417,5,7
801,3,284
967,2,273
198,1,967
967,1,198
546,1,970
970,1,546
714,2,971
742,1,973
606,1,416
416,1,606
972,1,903
973,1,742
144,1,896
144,1,537
35,1,975
35,1,976
610,1,977
977,10,610
977,10,923
923,1,977
923,1,953
953,1,923
925,1,222
402,1,978
950,1,35
894,2,980
827,3,781
973,1,981
770,4,416
416,2,770
981,2,973
981,1,982
982,1,981
982,1,983
984,2,770
628,1,273
295,5,985
953,1,643
985,5,295
732,2,559
633,1,554
941,2,926
926,2,941
811,2,917
917,1,811
475,2,755
443,2,885
489,4,987
987,4,489
249,8,241
7,3,838
770,3,489
755,2,989
554,2,633
988,1,346
989,2,755
273,1,632
725,1,990
983,1,982
984,2,779
955,5,689
593,2,991
912,2,930
984,5,230
203,1,994
732,2,908
993,2,715
994,1,647
418,9,489
546,1,273
273,1,546
585,1,554
273,2,144
418,5,930
479,2,523
844,1,995
346,2,940
931,1,7
616,2,678
685,1,991
113,2,203
755,2,996
996,2,755
632,1,554
554,2,632
273,1,978
984,2,650
999,1,632
202,4,535
885,3,755
885,2,443
832,3,857
554,2,1000
1000,2,554
572,1,549
857,3,832
732,3,468
468,2,732
903,2,943
943,2,903
832,3,273
1001,2,273
1001,1,492
1001,2,1002
549,1,572
492,2,1001
1002,2,1001
273,1,1001
908,1,925
139,1,998
1001,1,928
928,1,1001
838,3,7
923,1,861
832,3,827
492,1,1006
1006,2,492
742,1,1007
1007,1,742
832,2,1009
492,1,733
1010,1,967
39,2,627
273,2,1011
861,1,923
1011,2,273
537,1,1010
554,2,1012
1010,1,537
687,10,908
202,1,781
1010,1,832
832,3,1010
781,1,202
256,6,202
904,1,995
908,1,923
925,1,967
522,1,113
923,5,908
908,10,1013
1015,4,824
832,10,25
908,1,1016
832,3,2
1016,1,908
1013,10,908
908,1,1017
1017,5,908
2,2,202
357,1,917
925,1,632
632,2,925
777,2,21
917,1,298
202,2,807
557,4,537
807,2,202
925,1,1018
1018,1,925
1018,1,1019
1019,1,1018
904,2,875
875,2,904
832,2,953
557,3,1020
1020,3,557
1020,1,537
917,1,1021
1019,1,896
1021,1,917
904,3,476
1019,1,632
632,1,1019
476,3,799
1020,1,1022
1022,1,1020
923,1,1023
832,1,1024
1024,8,832
1024,5,908
827,3,832
726,1,1026
925,1,1028
1028,1,925
775,1,1029
1026,1,726
775,1,1030
925,1,469
469,1,925
997,1,838
1031,5,707
984,2,202
960,3,832
832,3,1027
832,3,1032
634,1,681
1032,3,832
976,2,35
1033,1,832
489,2,1026
1026,2,489
489,2,925
925,2,489
925,4,832
960,2,978
832,1,1034
779,-10,984
908,3,1024
978,2,960
978,2,1013
1013,2,978
475,2,853
449,1,1035
273,1,64
894,2,1037
1036,2,907
13,8,4
1029,1,775
853,3,475
202,-10,984
150,1,41
523,1,1013
1013,1,523
779,7,144
144,7,779
940,2,346
1037,2,732
926,3,476
476,3,926
1020,4,760
1005,2,1040
7,2,1041
476,1,1042
540,10,475
476,1,316
832,2,962
943,2,834
832,1,1044
628,1,867
1009,3,832
1005,1,1045
1045,1,1005
209,2,902
832,2,1047
928,5,1013
1047,2,832
1005,3,1048
1048,3,1005
1048,3,1009
832,1,608
608,1,832
832,2,1050
178,1,1051
1013,3,1048
1048,3,1013
832,4,925
178,1,1052
1052,1,178
1049,2,178
925,2,920
920,2,925
925,1,1013
1013,1,925
920,1,1051
1051,1,920
920,2,725
920,3,923
920,2,921
835,1,943
920,10,832
922,10,606
606,1,922
553,1,700
920,1,1054
1054,1,920
832,1,937
1008,1,1055
1055,1,1008
19,3,64
19,3,4
19,1,325
19,5,23
19,9,1
1040,-10,805
1008,2,1056
1056,2,1008
1057,1,733
832,3,915
915,3,832
1050,3,1005
1043,1,1014
1005,1,1014
1014,10,777
484,1,1058
1040,2,476
72,2,132
1008,1,152
1053,3,41
1010,2,853
853,2,1010
832,5,1060
1060,5,832
1060,5,959
937,2,1026
1026,2,937
937,3,1053
1053,3,937
937,2,1061
1061,1,937
156,1,13
13,1,156
1005,3,908
908,2,1005
982,1,988
978,2,1063
908,1,1026
1026,10,908
1005,1,1004
1059,1,1008
886,1,832
109,1,1050
1026,2,1043
975,1,907
755,3,866
957,-10,978
209,3,634
652,5,576
576,5,652
907,1,520
418,6,17
732,2,144
144,2,732
958,1,1065
350,2,651
113,1,1066
820,1,908
908,2,992
908,2,954
954,2,908
988,1,982
533,10,1068
480,2,1063
533,5,142
142,5,533
209,1,1070
1069,1,225
1070,3,209
1062,1,1071
1062,1,982
1050,1,109
484,1,845
845,1,484
533,10,530
209,2,1073
64,-10,832
626,1,1
143,1,1068
484,5,141
141,3,484
1043,2,484
1074,8,733
1074,2,967
760,5,1075
1075,5,760
21,1,284
760,10,1076
1074,2,908
733,3,1073
1073,3,733
801,2,1077
1026,5,962
962,5,1026
801,1,21
908,1,846
846,1,908
726,1,1078
1078,2,726
1078,2,1079
1079,2,1078
760,5,1020
1078,2,1080
1080,2,1078
1082,2,1078
1078,2,1083
1083,2,1078
1019,2,908
908,3,714
908,1,1073
1078,1,1085
1045,5,1084
1073,1,908
1084,5,1045
1086,3,1078
732,-10,832
1087,2,1078
606,10,908
760,5,1084
1084,5,760
1089,2,1078
777,10,1014
1028,1,586
586,1,1028
1072,1,545
374,1,988
988,1,374
35,1,950
295,3,1091
980,1,492
1063,2,1092
1092,2,1063
1092,10,908
1093,1,908
492,-10,832
270,-10,832
573,5,716
143,1,774
492,1,1094
1094,2,492
144,1,1073
1073,1,144
1008,3,923
492,1,1066
1096,1,1008
853,1,394
628,1,900
394,1,853
468,3,492
394,1,1092
492,1,468
342,4,882
882,4,342
353,1,1043
1043,2,353
1073,1,492
492,1,1073
457,1,777
725,1,907
907,1,725
1026,1,538
1021,1,1012
1021,1,1100
1100,1,1021
492,1,1098
881,2,7
1101,1,492
1102,1,383
186,1,489
1103,1,714
1092,1,1104
1104,1,908
1092,1,284
284,1,908
1092,1,972
972,1,908
1105,2,967
1092,10,492
492,10,908
967,1,1104
1104,1,967
1092,1,1106
1106,1,1092
198,1,923
923,1,198
64,1,1107
967,1,794
794,1,967
492,1,1108
198,2,537
342,4,1094
1108,1,492
1092,2,923
346,1,62
1074,1,1042
383,3,1102
1092,1,203
203,2,1092
804,2,908
1092,1,975
975,1,908
975,1,1092
923,1,1109
923,1,913
913,1,923
1008,3,1100
1026,-1,832
1030,2,775
496,1,1110
1110,1,496
817,1,1111
1111,1,817
516,2,972
953,1,1112
1112,1,35
425,3,13
1105,1,777
953,1,975
1113,1,908
975,1,953
1092,2,1114
1114,1,1092
1113,1,1104
539,1,851
1092,1,304
304,1,908
7,3,198
7,5,330
507,-4,216
1043,2,198
198,2,1043
1100,6,1008
492,-10,1116
1104,1,1116
492,1,1117
910,1,608
1117,1,492
346,-3,832
489,1,186
215,2,353
353,2,215
492,1,714
714,1,492
1046,4,60
1046,5,353
1043,3,872
923,1,394
1043,1,1118
667,2,19
908,2,975
908,2,606
908,1,1106
1065,10,1119
7,5,132
725,1,160
484,1,1120
1120,1,484
533,2,7
7,2,533
592,1,228
982,1,950
827,3,898
898,3,827
346,1,1121
953,1,922
537,1,469
160,1,725
922,10,953
922,10,1122
452,1,160
160,1,452
1121,1,346
972,3,760
1122,10,922
492,1,1114
1114,1,492
775,1,1124
1124,1,775
882,2,1125
905,1,113
1125,10,882
687,1,520
1119,2,882
1119,1,209
209,1,1119
209,1,1126
1126,1,209
967,2,1105
1092,1,1127
1127,1,1013
1127,1,1092
1018,-10,984
1092,1,1036
1036,1,1092
726,3,1013
1092,1,726
266,1,1128
1128,1,266
1107,3,1129
1043,1,1130
484,2,1043
967,1,1119
1043,1,1129
1019,1,1055
673,1,716
537,1,1132
1133,3,768
953,-10,1099
1130,1,1043
1134,1,1133
1133,10,710
775,1,780
1013,10,1092
1092,10,1013
1095,10,1092
725,1,962
725,1,1138
1095,10,908
1100,2,725
537,1,775
725,2,1100
1139,1,1005
1139,10,1140
1139,3,1141
1139,6,1142
1143,4,1139
113,2,1043
1043,2,113
452,1,272
770,-10,984
272,1,452
452,1,1098
1098,1,452
570,1,1146
1146,1,570
804,-1,1139
804,-1,1143
804,-1,1145
710,-1,1139
710,-1,1143
1145,-10,710
1145,-10,804
710,-10,1145
962,2,1135
1135,2,962
64,-10,1145
786,1,863
64,-10,1143
64,-10,1139
1133,-5,1145
443,2,1148
309,3,64
1147,1,1149
1005,1,1105
405,1,1150
1150,1,405
405,1,1151
1149,1,1147
923,1,687
1028,1,1152
1152,1,1028
882,4,962
767,1,1043
1153,1,995
962,1,687
1043,1,767
1132,1,537
937,2,962
962,1,937
1105,2,1005
929,1,1107
7,3,945
1018,1,1154
710,1,309
309,1,1155
309,3,537
627,2,1067
775,1,1156
537,2,1157
1157,2,537
1156,1,775
972,1,922
922,1,972
673,1,1158
770,1,1023
958,-10,832
634,-10,957
570,1,1159
1129,2,958
1130,1,710
1160,5,1159
520,1,687
1071,1,1062
1068,1,1162
1068,1,1163
1163,1,1068
209,1,7
209,1,1164
1164,1,209
592,6,202
1067,2,988
988,2,1067
1154,1,1018
537,-10,906
309,-10,906
626,1,1076
1133,1,1134
950,1,982
1,6,3
1,7,8
1,8,197
1,8,60
1,8,41
1,8,39
1,7,33
1,7,10
535,1,1165
35,1,1112
64,-10,1140
1161,1,520
416,1,962
962,1,416
387,1,1166
1028,1,1167
1167,1,1028
416,2,710
958,2,1168
261,2,655
655,2,261
97,2,1164
1164,2,97
270,1,1119
700,5,553
1119,1,1170
1170,1,1119
1171,6,1056
1056,6,1171
484,10,593
222,2,978
978,2,222
29,1,1172
1036,1,455
832,1,13
832,1,309
832,-10,64
361,1,257
270,4,62
1094,1,1173
270,10,1174
538,2,1026
1100,2,923
917,3,340
1,5,270
688,1,113
664,1,1162
270,2,93
198,10,959
917,1,1175
363,1,1176
1176,1,363
959,10,198
1048,2,209
273,1,1177
1112,1,1178
1062,1,1179
273,1,780
628,1,272
272,1,628
853,2,522
522,1,853
1096,1,1180
537,1,1181
1181,1,537
317,1,537
537,1,317
882,10,7
178,1,1040
1040,1,178
1177,1,273
178,1,1182
937,2,661
661,2,937
1180,1,832
1162,1,775
1162,1,1068
1162,1,664
1132,3,1100
570,2,1169
1169,2,570
1028,1,1100
204,1,1168
1168,1,204
399,1,579
579,1,399
978,1,1181
1181,1,978
905,1,579
578,1,1100
882,1,577
577,1,882
436,3,972
757,1,1186
1186,1,1187
1187,1,1186
1187,1,1188
346,1,656
656,1,346
540,1,834
555,2,850
540,2,835
317,1,651
651,1,1189
406,1,1190
1190,2,406
500,10,1191
1162,1,1192
1193,1,1192
1005,1,1194
1162,1,1195
353,2,535
1165,2,1018
1192,1,1162
768,8,1196
1196,8,768
1191,10,500
1196,1,1197
1197,1,1196
842,1,39
39,-10,787
1183,1,1199
199,1,13
788,1,634
634,1,788
353,1,1200
1201,1,1200
775,1,1162
775,1,1166
1204,2,1053
1192,1,832
832,-10,726
1162,1,1205
1205,1,1206
522,1,17
1206,1,1168
1168,1,1206
832,-10,566
832,-10,1026
832,-10,732
832,-10,492
832,-10,958
1104,2,502
1207,1,832
1162,1,1208
1208,1,1162
1065,1,870
870,1,1065
1065,1,1209
1209,1,1110
1110,-10,1211
1028,1,1200
1212,1,1200
1200,1,1028
72,2,943
832,-10,270
446,2,1214
1162,1,1215
1215,1,1162
570,3,673
673,3,570
64,1,312
312,1,64
1202,1,1216
1210,1,1200
1217,1,1162
23,3,941
23,2,1219
23,7,1
1214,2,446
1162,1,1221
1221,1,1162
1162,1,1202
13,1,1222
13,1,1223
1222,1,13
1162,1,1224
1223,2,13
923,1,938
1224,1,1162
1162,1,1225
171,1,994
994,1,171
1162,1,1226
1226,1,1162
13,1,1226
1226,1,13
270,1,1207
1214,1,1227
36,1,1228
1162,1,1043
1198,1,1229
579,1,72
72,1,579
1107,1,1227
1218,1,1219
1198,1,1230
1230,1,1198
540,3,923
923,1,540
642,1,1231
923,1,1232
1232,10,923
644,1,25
1199,1,1183
1228,1,36
632,1,1233
1233,2,632
632,4,729
1100,1,1234
775,1,710
592,1,775
775,1,592
1219,3,23
1219,1,1218
1219,1,263
710,1,775
1217,1,1239
1217,1,1225
1043,1,651
1237,2,1217
577,1,452
452,1,577
1217,2,1237
1239,2,1217
1207,2,522
1207,1,1226
1240,3,935
522,3,1207
1100,2,946
946,2,1100
1241,1,1242
1242,1,1241
1226,1,1207
113,2,1207
1216,1,1202
899,2,1239
1239,2,899
1239,1,1230
1239,2,1243
1243,2,1239
1243,5,634
923,2,608
608,2,923
350,1,894
537,1,350
350,1,537
634,1,1243
1243,3,1226
502,2,1104
634,1,1244
1084,10,1100
1100,10,1084
634,1,1107
1107,1,634
978,2,1245
1245,2,978
1226,2,1243
1243,2,1201
1227,1,634
4,7,1246
1207,1,113
1222,2,209
1247,1,120
978,2,1025
1162,1,1248
1248,1,1162
1100,2,904
904,2,1100
1243,2,1162
908,1,1094
1094,1,908
1162,1,1243
1249,1,1162
1162,1,1249
365,1,1250
1247,3,1251
270,1,634
634,1,270
830,3,1253
1253,3,830
777,1,978
570,3,1236
561,1,1254
1198,-1,1197
905,1,550
1255,2,1249
452,1,550
1100,1,452
452,1,1100
1250,1,365
209,1,550
882,1,1256
1256,1,882
978,1,628
628,1,978
1220,-2,3
978,1,777
688,1,714
577,1,1094
1094,1,577
908,10,1257
781,1,1162
1257,10,908
1028,1,1226
1226,1,1028
1257,1,1162
1257,3,667
667,2,781
561,1,1231
788,-10,787
1094,1,592
791,2,1094
1094,1,791
592,1,1094
1217,2,1198
1198,1,1217
1217,1,1259
1259,1,1217
1037,2,1260
1260,10,1037
1260,10,1261
1260,10,1166
1257,1,384
384,1,1257
113,1,72
72,1,113
72,1,667
7,2,1166
1166,2,7
1263,1,1217
1162,1,1264
1264,1,1162
1162,1,1266
1266,1,1162
1266,1,1239
1239,1,1266
1237,1,1094
929,1,577
1229,1,1198
1229,1,1162
1162,1,1229
72,1,1162
1198,1,1262
1262,1,1198
1162,1,353
1162,1,1262
1262,1,1162
1257,3,923
923,1,1257
923,1,592
493,1,353
777,1,1162
634,1,1269
945,5,7
1239,1,1253
835,2,540
1239,3,1257
1239,2,777
777,1,1239
522,-10,726
4,5,908
1162,1,905
1269,1,1162
228,1,325
325,1,228
1272,1,325
1272,1,1273
1037,2,1257
1257,2,1037
1064,2,1274
917,2,1268
1270,1,1269
1042,-10,1074
1263,2,537
1263,2,1257
492,1,729
729,1,492
1257,-10,832
1064,2,1276
1278,1,1257
135,-10,1277
1043,2,270
270,2,1043
1165,2,1280
1280,2,1165
1154,1,1043
1043,1,1154
214,1,1064
1064,1,214
1043,1,538
538,1,1043
1213,2,571
882,1,1257
35,1,923
923,1,35
35,2,1090
7,1,1281
19,1,667
882,1,1282
1282,1,882
537,1,1283
4,-10,713
4,-8,423
4,7,62
1257,9,4
1257,5,1282
1282,5,1257
1281,1,243
13,1,621
7,4,593
1174,10,270
729,3,1257
1257,3,729
882,3,923
7,4,882
1285,10,923
1217,9,775
882,1,925
227,1,925
905,1,925
522,2,664
664,1,522
1257,5,801
714,2,922
1094,1,1242
1242,1,1094
1066,1,664
664,1,1066
853,3,1064
641,2,715
1252,1,925
925,1,546
1257,2,1289
546,2,925
735,3,846
1066,1,925
1053,2,925
925,1,1053
309,2,647
647,1,1290
1094,3,261
191,1,1291
492,1,1267
1267,1,492
204,1,1292
1277,1,1293
1277,1,908
1277,-10,135
1277,10,1291
1277,2,905
1293,4,1277
263,1,1219
540,10,626
626,10,540
35,1,1295
7,2,1223
452,1,1270
1270,1,452
492,1,1296
1223,2,7
1131,3,801
1298,1,1094
1290,1,468
997,8,1217
492,1,1300
945,4,35
1277,2,1268
1290,1,492
1299,1,492
1207,1,786
1207,1,1279
1217,8,997
1267,1,905
905,1,927
927,3,905
1094,1,1301
1301,1,1094
270,1,1301
1299,1,35
35,1,380
1301,1,270
1190,1,1301
1198,4,882
468,10,566
492,1,1302
1304,1,621
621,1,1304
35,1,1305
363,1,222
1236,1,1306
1306,1,1236
388,1,148
1107,2,465
1305,1,35
1174,1,634
1307,1,963
309,-10,832
589,2,350
350,1,589
468,1,546
546,1,468
929,1,1309
1053,1,1310
1310,1,1053
1290,1,1257
1311,1,929
1094,1,729
729,-10,1308
714,2,522
1290,1,1053
729,1,1290
1290,1,729
1309,1,929
1312,1,1231
1286,1,546
1277,-10,832
540,3,1303
1303,3,540
222,1,1296
222,1,363
963,1,1313
1313,1,963
521,1,1053
1053,3,104
1053,1,608
608,1,1053
204,1,1286
1286,1,204
770,-10,824
827,-10,824
1011,3,7
1119,10,1065
634,1,917
537,-10,824
35,1,1314
35,1,1299
882,1,1315
1315,1,882
628,1,1053
1053,1,628
846,1,1053
1053,1,846
1316,1,270
522,1,1316
1290,1,1317
1317,1,1290
452,1,1053
1053,1,452
729,1,986
986,1,729
468,1,1252
1252,1,468
621,1,1315
1315,1,621
963,5,708
708,3,963
1252,1,1315
1315,1,1252
468,3,1053
1053,3,468
1131,3,1185
95,1,35
635,1,1267
1267,1,635
1317,1,1318
1318,1,1317
1207,1,1317
1317,2,1207
1094,1,1319
1319,1,1094
1162,1,1320
1320,1,1162
929,1,1317
1317,1,929
1319,1,1162
1162,1,1319
1147,1,1317
882,3,465
1053,1,1321
1317,1,1053
1053,1,1317
1185,1,536
1185,1,1131
537,1,664
923,1,1053
1312,1,1322
641,1,1324
1324,3,641
1315,1,1162
1162,1,1315
1162,1,1325
1322,1,1312
635,1,1
1328,1,937
1329,1,1327
1320,-10,1329
1162,1,1330
882,2,1331
678,1,1062
1326,10,911
1312,1,1332
1332,1,1312
1319,1,937
319,1,1176
1302,1,319
1332,2,1034
1162,1,1333
1312,1,1292
1292,1,1312
664,2,608
1239,1,144
929,2,1162
1162,1,929
1162,1,530
530,1,1162
7,1,1335
1217,1,1336
1336,1,1217
113,1,1053
1053,2,113
113,2,1292
1292,2,113
1337,1,1268
397,-10,260
978,1,1332
1332,1,978
1162,1,1332
1332,1,1162
1334,1,664
1268,1,1334
550,1,1268
7,1,1334
1275,1,1334
917,2,634
729,3,538
905,2,1053
1053,2,905
113,1,729
1094,1,1275
1275,1,1094
1094,2,777
1334,1,1094
1292,2,1053
1053,2,1292
1094,4,1053
1053,4,1094
1094,2,1292
113,1,317
502,3,1332
280,1,1094
1268,1,1053
937,3,1325
1325,3,937
664,1,537
729,1,350
350,2,729
468,7,1268
729,1,530
530,1,729
1268,7,468
1340,-10,1139
1268,4,7
1340,-10,1144
1340,-10,1142
1340,-10,1141
1340,-10,1143
1340,-10,832
7,3,964
733,2,1057
1183,5,270
1162,1,1307
280,2,1053
1053,2,280
1341,1,1090
1162,1,729
729,1,1162
1053,1,621
882,3,1053
1053,3,882
1342,1,882
1342,1,1317
1337,1,35
309,2,270
35,1,1328
666,1,309
1162,1,666
666,1,1162
2,-10,832
1345,1,1302
1094,9,1268
1325,1,1345
1325,1,1268
1162,1,1130
1130,1,1162
1325,1,1162
1344,1,1217
1268,1,35
1,2,522
1162,1,1346
923,1,1162
1094,3,280
7,-1,1268
937,5,688
1094,1,1299
1299,1,1094
1302,2,1252
468,3,1302
1302,3,468
468,1,1332
1332,1,468
1094,1,80
1162,1,1348
1349,1,1090
1346,1,1162
1350,1,1312
309,1,1162
468,1,1351
353,1,664
6,4,35
6,1,664
7,2,152
35,1,664
664,2,35
1312,1,1352
1348,1,1353
1353,1,1348
1349,1,1354
1349,1,1355
1354,1,1349
775,1,1344
1355,1,1349
1312,1,1356
1162,2,25
387,1,1346
1356,1,1312
687,2,1128
546,1,1352
1352,1,546
6,1,937
937,1,1199
1199,1,937
546,1,1342
608,1,1352
1352,1,608
1176,1,1320
1320,1,1176
1312,1,1357
1357,1,1312
1,1,861
1358,10,518
518,10,1358
1359,2,1358
1353,1,1360
1360,1,1353
1201,6,1268
1268,2,1201
35,1,1361
1312,1,1362
1362,1,1312
708,8,1363
664,3,1352
1268,1,786
361,3,522
363,1,1364
1364,1,363
1362,1,1332
522,3,361
1312,1,1365
1365,1,1312
468,5,1366
1366,5,1367
625,3,1368
923,1,1057
1057,1,923
1,1,1369
1369,3,1
41,9,7
1370,1,1352
1352,2,635
635,1,1352
664,2,1028
1162,2,923
1358,2,1359
80,6,165
1312,1,1371
1371,1,1312
1198,1,462
1371,3,419
1328,10,1267
729,1,635
635,1,1372
1094,1,1348
1162,1,1373
1373,2,1162
35,1,1362
1053,1,781
781,1,1053
664,2,1053
6,6,384
948,2,1374
1374,2,948
7,3,283
725,1,1358
1377,1,1378
1378,5,1377
1162,1,1252
1252,1,1162
1162,1,1377
1377,1,1162
1162,1,1379
1379,1,1162
1370,1,1379
1379,1,1370
1363,8,708
353,2,1162
1345,1,1380
1379,1,1377
1242,2,1162
1162,1,1242
1368,3,1381
1381,10,1368
35,1,1382
1317,2,522
522,1,1317
780,1,1379
202,6,235
794,1,1162
353,1,484
484,1,353
1,2,1010
921,2,1310
1185,3,827
921,1,1267
1267,10,921
937,2,628
1201,2,1384
921,2,1384
1252,1,628
1384,1,1385
1377,1,1128
1377,1,628
882,1,13
13,1,882
1377,-10,1387
786,10,25
1383,1,1370
1370,1,1383
1368,3,1359
1359,1,1368
6,1,521
521,2,6
1317,1,521
521,2,1317
1377,1,1388
1388,1,1377
1384,10,1201
1201,2,1018
1018,2,1201
1377,1,1390
1390,1,1377
1368,2,673
1383,1,1391
353,2,135
135,1,353
635,1,1384
1383,1,1011
1011,1,1383
635,1,1318
1328,1,1377
1252,-5,1393
1267,-10,1393
882,1,1385
1392,2,882
664,1,1394
1046,2,1395
1207,1,1391
882,2,1392
546,2,1267
1391,1,1207
1267,1,1397
1397,1,1267
80,3,921
353,1,729
725,1,468
468,1,725
664,2,1201
655,4,669
1134,1,272
272,1,1134
1368,3,1174
921,1,1399
1053,1,546
546,2,1053
522,2,1396
1396,2,522
1389,1,1
1400,1,1383
468,1,1401
1401,1,468
1402,1,468
350,1,921
921,1,350
540,2,1403
1348,2,1375
1375,2,1348
1317,1,1252
1162,1,1404
1404,1,1162
35,1,1405
35,1,1406
921,3,1252
1382,1,35
